id_localidad,localidad,padre,id_municipio,localidad_activo
10255,Güero León,,38,1
10256,Huacababi,,38,1
10257,Huijolos,,38,1
10258,Jirahuitos,,38,1
10259,La Agua Fría,,38,1
10260,La Aguja,,38,1
10261,La Bellota,,38,1
10262,La Calamidad,,38,1
10263,La Calera,,38,1
10264,La Cantarrana,,38,1
10265,La Casa Colorada,,38,1
10266,La Casa Colorada Dos,,38,1
10267,La Chanza,,38,1
10268,La Chorreadura,,38,1
10269,La Cieneguita,,38,1
10270,La Cueva,,38,1
10271,La Escondida,,38,1
10272,La Esperanza,,38,1
10273,La Estancia de Paredones (La Estancia),,38,1
10274,La Galera,,38,1
10275,La Galerita,,38,1
10276,La Gotera,,38,1
10277,La Granjita,,38,1
10278,La Huerta,,38,1
10279,La Joya,,38,1
10280,La Junta,,38,1
10281,La Libertad,,38,1
10282,La Loba,,38,1
10283,La Majada,,38,1
10284,La Milpa de Barrio,,38,1
10285,La Montosa,,38,1
10286,La Noria,,38,1
10287,La Palma,,38,1
10288,La Palma Dos,,38,1
10289,La Palma Uno,,38,1
10290,La Palmita,,38,1
10291,La Pitahaya,,38,1
10292,La Primavera,,38,1
10293,La Tamalera Nueva (El Quemado),,38,1
10294,La Tesota Grande,,38,1
10295,La Villita,,38,1
10296,La Villita 2,,38,1
10297,La Volanta,,38,1
10298,La Yerbabuena,,38,1
10299,Las Arenillas,,38,1
10300,Las Bachatas,,38,1
10301,Las Casitas,,38,1
10302,Las Gaviotas,,38,1
10303,Las Hormigas,,38,1
10304,Las Lajas,,38,1
10305,Las Láminas,,38,1
10306,Las Minitas,,38,1
10307,Las Naranjas,,38,1
10308,Las Pilas,,38,1
10309,Las Taunitas,,38,1
10310,Las Tierritas,,38,1
10311,Llano Grande (Rene Fimbres),,38,1
10312,Los Álamos,,38,1
10313,Los Arados,,38,1
10314,Los Arados II,,38,1
10315,Los Charcos,,38,1
10316,Los Chinos,,38,1
10317,Los Colorados,,38,1
10318,Los Frijoles,,38,1
10319,Los Garambullos,,38,1
10320,Los Horcones,,38,1
10321,Los Ladrillos,,38,1
10322,Los Potreritos,,38,1
10323,Los Sauces,,38,1
10324,Los Tanques,,38,1
10325,Los Taraices (Los Tarayes),,38,1
10326,Manuel Martínez Ramírez,,38,1
10327,Mazagatos,,38,1
10328,Melitón Peralta Barrios,,38,1
10329,Mexiquillo,,38,1
10330,Moctezuma,,38,1
10331,Monte Grande,,38,1
10332,Nacovérachi,,38,1
10333,Nacovérachi de Abajo (El Testerazo),,38,1
10334,Nauachi,,38,1
10335,Nícora,,38,1
10336,Pivipa,,38,1
10337,Placeritos,,38,1
10338,Puerto del Babiso,,38,1
10339,Rancho Nuevo,,38,1
10340,San Clemente de Terapa,,38,1
10341,San Francisco (La Ardilla),,38,1
10342,San Isidro,,38,1
10343,San Martín,,38,1
10344,San Patricio la Mesa (La Mesa),,38,1
10345,Santa Bárbara de Bacachi,,38,1
10346,Tebisco,,38,1
10347,Tehuibabi,,38,1
10348,Tío Lugo,,38,1
10349,Tonibabi,,38,1
10350,Valle Escondido,,38,1
10351,Abelino del Cid,,39,1
10352,Agua Verde Nueva,,39,1
10353,Agua Zarca,,39,1
10354,Alberto Ledezma,,39,1
10355,Alberto Tarazón,,39,1
10356,Campestres San Rafael,,39,1
10357,Carlos Tarazón,,39,1
10358,Corral de Enmedio,,39,1
10359,Cuauhtémoc,,39,1
10360,El Conejo,,39,1
10361,El Cuervo,,39,1
10362,El Encanto,,39,1
10363,El Leoncito Dos,,39,1
10364,El Leoncito Uno,,39,1
10365,El Marly,,39,1
10366,El Matalote,,39,1
10367,El Pedregón,,39,1
10368,El Sahuaro,,39,1
10369,El Sifón,,39,1
10370,El Tejano,,39,1
10371,El Tejano,,39,1
10372,El Tule,,39,1
10373,Francisco Ballesteros,,39,1
10374,José Ángel Rascón,,39,1
10375,José Ángel Romero,,39,1
10376,José Arrizón,,39,1
10377,Juan Ramírez,,39,1
10378,La Barbacoa II,,39,1
10379,La Bellota,,39,1
10380,La Bombita,,39,1
10381,La Esquina,,39,1
10382,La Evita,,39,1
10383,La Huerta,,39,1
10384,La Ladrillera (Ramón Saavedra),,39,1
10385,La Ladrillera Antigua,,39,1
10386,La Lolita,,39,1
10387,La Morita,,39,1
10388,La Pompita,,39,1
10389,La Pompita de Sauz,,39,1
10390,La Puerta Banoran,,39,1
10391,La Vinorama (Rancho de Meneses),,39,1
10392,Las Milpas (Leonardo Moreno),,39,1
10393,Las Palmitas,,39,1
10394,Los Corrales,,39,1
10395,Los Corrales,,39,1
10396,Los Pinos,,39,1
10397,Los Toros,,39,1
10398,Manuel Sotelo,,39,1
10399,Milpa el Pedregón,,39,1
10400,Mina de Oro,,39,1
10401,Naco,,39,1
10402,Nogalar,,39,1
10403,Ojo de Piedra,,39,1
10404,Papalote el Coyote,,39,1
10405,Papalote el Tule,,39,1
10406,Parcela Bórquez,,39,1
10407,Parcela de Rosendo Hernández,,39,1
10408,Parcela Delgado,,39,1
10409,Parcela Escolar,,39,1
10410,R2,,39,1
10411,Ranchito de Córdova,,39,1
10412,Rancho 3,,39,1
10413,Rancho Alcaraz,,39,1
10414,Rancho Medina,,39,1
10415,Rancho Ramírez,,39,1
10416,Rancho RH (Parcela Robles),,39,1
10417,Rancho Tápiro (Juan Rubio Romero),,39,1
10418,San Pedro,,39,1
10419,Santo López,,39,1
10420,Trinidad Salazar,,39,1
10421,Yunke el Camino,,39,1
10422,Agua Blanca,,40,1
10423,Agua Caliente,,40,1
10424,Aguaje,,40,1
10425,Arroyo Largo (Ramón Fimbres),,40,1
10426,Basuchi,,40,1
10427,Buena Vista,,40,1
10428,Carachimaca,,40,1
10429,Cerro Obscuro,,40,1
10430,Cerros Colorados (Leonardo Portillo),,40,1
10431,Chihuahuita,,40,1
10432,Ciénega,,40,1
10433,Cienega el Palmar,,40,1
10434,Corral de Piedra,,40,1
10435,El Abra,,40,1
10436,El Agua,,40,1
10437,El Aguaje,,40,1
10438,El Álamo,,40,1
10439,El Aliso,,40,1
10440,El Alto,,40,1
10441,El Amplio,,40,1
10442,El Ancón,,40,1
10443,El Bajío,,40,1
10444,El Bellotal,,40,1
10445,El Campito,,40,1
10446,El Capulín,,40,1
10447,El Carricito,,40,1
10448,El Carrizo,,40,1
10449,El Chorro,,40,1
10450,El Chunero,,40,1
10451,El Dátil,,40,1
10452,El Desecho,,40,1
10453,El Desmonte,,40,1
10454,El Diablo,,40,1
10455,El Franky,,40,1
10456,El Guacho,,40,1
10457,El Güerigo,,40,1
10458,El Hueriguito,,40,1
10459,El Jaral,,40,1
10460,El Juncal,,40,1
10461,El Macho,,40,1
10462,El Medio,,40,1
10463,El Mojado,,40,1
10464,El Molino,,40,1
10465,El Montoro,,40,1
10466,El Nogal,,40,1
10467,El Orégano,,40,1
10468,El Oriental,,40,1
10469,El Palmilloso,,40,1
10470,El Peñasco,,40,1
10471,El Pilar,,40,1
10472,El Pinito,,40,1
10473,El Pino,,40,1
10474,El Plan,,40,1
10475,El Porvenir,,40,1
10476,El Potrerito,,40,1
10477,El Pueblito,,40,1
10478,El Quemado,,40,1
10479,El Raicero,,40,1
10480,El Ranchito,,40,1
10481,El Reprecito,,40,1
10482,El Represo,,40,1
10483,El Riíto (El Tecolote),,40,1
10484,El Rincón,,40,1
10485,El Rodeíto,,40,1
10486,El Rodeo,,40,1
10487,El Roncadero,,40,1
10488,El Rubí,,40,1
10489,El Salmaro,,40,1
10490,El Saucito,,40,1
10491,El Sauz,,40,1
10492,El Soldado,,40,1
10493,El Taray,,40,1
10494,El Ticho,,40,1
10495,El Treinta y Uno,,40,1
10496,El Tuli,,40,1
10497,El Tuli (Roderico Soto Félix),,40,1
10498,El Tuly,,40,1
10499,El Zolotar,,40,1
10500,Fresnitos,,40,1
10501,Hierba del Manzo,,40,1
10502,Hierba el Manzo,,40,1
10503,Huepaberachi,,40,1
10504,Jesús María,,40,1
10505,La Angostura,,40,1
10506,La Barranca,,40,1
10507,La Boquilla,,40,1
10508,La Carbonera,,40,1
10509,La Cebadilla,,40,1
10510,La Cebolla,,40,1
10511,La Ciénega,,40,1
10512,La Ciénega de Abajo,,40,1
10513,La Cieneguita,,40,1
10514,La Colmena,,40,1
10515,La Colonia,,40,1
10516,La Cueva,,40,1
10517,La Escondida,,40,1
10518,La Esperanza,,40,1
10519,La Gloria,,40,1
10520,La Güijola,,40,1
10521,La Huerta,,40,1
10522,La Joya,,40,1
10523,La Joya del Oso,,40,1
10524,La Junta,,40,1
10525,La Mesa de Villa,,40,1
10526,La Mesa Tres Ríos,,40,1
10527,La Mezcalera,,40,1
10528,La Nopalera,,40,1
10529,La Osita,,40,1
10530,La Palma,,40,1
10531,La Palma Ahujerada,,40,1
10532,La Presita,,40,1
10533,La Primavera,,40,1
10534,La Puerta de la Cañada,,40,1
10535,La Ranchería,,40,1
10536,La Tinaja,,40,1
10537,La Valeada,,40,1
10538,La Ventana,,40,1
10539,Las Calaveras,,40,1
10540,Las Camas,,40,1
10541,Las Curvas,,40,1
10542,Las Delicias (Guadalupe Duran),,40,1
10543,Las Escobas,,40,1
10544,Las Espuelas,,40,1
10545,Las Flores,,40,1
10546,Las Guacamayas,,40,1
10547,Las Higueras,,40,1
10548,Las Lajas,,40,1
10549,Las Papas (Ramón Alberto García),,40,1
10550,Las Papas (Ramón Alberto García),,40,1
10551,Las Perdices,,40,1
10552,Las Tierras,,40,1
10553,Las Tierritas (Martin Garrovo Robles),,40,1
10554,Las Tierritas (Martín Garrovo Robles),,40,1
10555,Las Trancas,,40,1
10556,Las Yeguas,,40,1
10557,Los Alisos,,40,1
10558,Los Arrieros,,40,1
10559,Los Bancos,,40,1
10560,Los Burgos,,40,1
10561,Los Cazadores,,40,1
10562,Los Coyotes,,40,1
10563,Los Indios,,40,1
10564,Los Indios Dos,,40,1
10565,Los Indios Tres,,40,1
10566,Los Laureles,,40,1
10567,Los Llanos,,40,1
10568,Los Lobos,,40,1
10569,Los Mimbres,,40,1
10570,Los Onconcitos,,40,1
10571,Los Órganos,,40,1
10572,Los Pescados,,40,1
10573,Los Pilares,,40,1
10574,Los Placeritos,,40,1
10575,Los Puertecitos,,40,1
10576,Los Sauces,,40,1
10577,Los Veneros,,40,1
10578,Los Zoquetales,,40,1
10579,Mesa Blanca,,40,1
10580,Mesa Bonita,,40,1
10581,Mesa Bonita (Cuatro Vientos),,40,1
10582,Mesa Larga,,40,1
10583,Mesa Prieta,,40,1
10584,Mesa Redonda,,40,1
10585,Mocho Bill,,40,1
10586,Nácori Chico,,40,1
10587,Napopa,,40,1
10588,Palo Atravezado,,40,1
10589,Pénjamo,,40,1
10590,Peñasco Redondo,,40,1
10591,Pie de la Cuesta,,40,1
10592,Pinodehuachi,,40,1
10593,Pinos Altos,,40,1
10594,Puerta el Cajón,,40,1
10595,Puerto Bonito,,40,1
10596,Puerto Colorado,,40,1
10597,Puerto del Aire,,40,1
10598,Quiodehuachi,,40,1
10599,Ranchería de Abajo,,40,1
10600,Rancho Nuevo,,40,1
10601,Rancho Pereyda,,40,1
10602,Rancho Seco,,40,1
10603,Rincón de Guadalupe (Campo de los Padres),,40,1
10604,Sahuaripita,,40,1
10605,San Antonio,,40,1
10606,San Antonis Dos,,40,1
10607,San Juan,,40,1
10608,Santa Lucía,,40,1
10609,Sinodehuachi,,40,1
10610,Tacudehuachi,,40,1
10611,Tarango,,40,1
10612,Tecoriname,,40,1
10613,Tres Ríos,,40,1
10614,Tuacachi,,40,1
10615,Aeropuerto Fundición,,41,1
10616,Agua Buena,,41,1
10617,Agua Zarca,,41,1
10618,Alberto Montes,,41,1
10619,Alejandro Canchola (Los Nogales),,41,1
10620,Amavizca,,41,1
10621,Ángel Moreno,,41,1
10622,Bajío del Álamo,,41,1
10623,Bajío del Colador,,41,1
10624,Bajío del Encino,,41,1
10625,Bajío la Fortuna,,41,1
10626,Beto Canchola,,41,1
10627,Campamento Presa Angostura,,41,1
10628,Casa de Piedra,,41,1
10629,Chapo Moreno,,41,1
10630,Churunibabi (El Bocha),,41,1
10631,Claudio Olivarría (El Campito),,41,1
10632,Coquenas,,41,1
10633,Crestón del Oro,,41,1
10634,Cuarta Unión,,41,1
10635,Cuesta del Castillo,,41,1
10636,El Abanico,,41,1
10637,El Álamo,,41,1
10638,El Apache,,41,1
10639,El Barrigón,,41,1
10640,El Bellotal,,41,1
10641,El Bonito,,41,1
10642,El Chale,,41,1
10643,El Chalet (Rubén Juárez),,41,1
10644,El Crucero,,41,1
10645,El Cúmaro,,41,1
10646,El Diablo,,41,1
10647,El Esteban,,41,1
10648,El Globo,,41,1
10649,El Henry,,41,1
10650,El Huacal,,41,1
10651,El Mezcalito,,41,1
10652,El Olvido,,41,1
10653,El Orégano,,41,1
10654,El Papalote,,41,1
10655,El Pinalito,,41,1
10656,El Pinito,,41,1
10657,El Porvenir,,41,1
10658,El Potrero,,41,1
10659,El Pozo,,41,1
10660,El Puente,,41,1
10661,El Ranchito,,41,1
10662,El Rebaje,,41,1
10663,El Represo (Aserradero),,41,1
10664,El Represo Colorado,,41,1
10665,El Rosario,,41,1
10666,El Salto,,41,1
10667,El Saucito,,41,1
10668,El Sobaco,,41,1
10669,El Socorro,,41,1
10670,El Sotolar,,41,1
10671,El Tajo [Colonia],,41,1
10672,El Tascalar,,41,1
10673,El Tecolote,,41,1
10674,El Tiradito,,41,1
10675,Elsa Ortega,,41,1
10676,Emilio Durán,,41,1
10677,Enrique Galindo,,41,1
10678,Enrique Maldonado,,41,1
10679,Fausto Olivarría,,41,1
10680,Francisco Fierro,,41,1
10681,Francisco Hoyos,,41,1
10682,Francisco Martínez,,41,1
10683,Francisco Romo Verdugo,,41,1
10684,Fundición (Fundidora Mina),,41,1
10685,Javier Canchola,,41,1
10686,José Gil,,41,1
10687,Juan Ortega,,41,1
10688,La Angostura,,41,1
10689,La Barra,,41,1
10690,La Becerra,,41,1
10691,La Bellota,,41,1
10692,La Bota,,41,1
10693,La Calerita,,41,1
10694,La Cantera II (Don Roque),,41,1
10695,La Caridad (Fracción G),,41,1
10696,La Carreta,,41,1
10697,La Casa del Presidente,,41,1
10698,La Caseta Dos (La Caridad),,41,1
10699,La Cieneguita (Rancho Fredy),,41,1
10700,La Escuadra,,41,1
10701,La Esquina (La Viuda),,41,1
10702,La Florida,,41,1
10703,La Huata,,41,1
10704,La Junta,,41,1
10705,La Loba,,41,1
10706,La Loya,,41,1
10707,La Matanza,,41,1
10708,La Mila (Pie de la Cuesta),,41,1
10709,La Nacha,,41,1
10710,La Playa,,41,1
10711,La Puñalada,,41,1
10712,La Purica,,41,1
10713,La Ranchería,,41,1
10714,La Sauceda,,41,1
10715,La Sulema,,41,1
10716,La Tierra Larga,,41,1
10717,La Tinaja del Oso,,41,1
10718,La Venada,,41,1
10719,Las Cachoras,,41,1
10720,Las Calabazas,,41,1
10721,Las Gallinas,,41,1
10722,Las Garzas [Hacienda],,41,1
10723,Las Granaditas,,41,1
10724,Las Higueras,,41,1
10725,Las Milpas de los Morenos,,41,1
10726,Las Moscas,,41,1
10727,Las Pilas,,41,1
10728,Los Abuelitos,,41,1
10729,Los Alamitos,,41,1
10730,Los Alisos,,41,1
10731,Los Baños,,41,1
10732,Los Germán,,41,1
10733,Los Güerigos,,41,1
10734,Los Juracos,,41,1
10735,Los Martínez,,41,1
10736,Los Pilares de Nacozari,,41,1
10737,Los Rielitos,,41,1
10738,Los Vallecitos,,41,1
10739,Manfredo Morghen Reyes,,41,1
10740,Martín Otero,,41,1
10741,Mis Tres Pelones,,41,1
10742,Monteros,,41,1
10743,Nacozari de García,,41,1
10744,Nacozari Viejo,,41,1
10745,Nolasco,,41,1
10746,Oficinas de Fundición,,41,1
10747,Ojo de Agua Caliente (Agua Buena),,41,1
10748,Ojo de Agua Caliente (Agua Caliente),,41,1
10749,Oscar Montaño,,41,1
10750,Pino Seco,,41,1
10751,Pozo del Padre,,41,1
10752,Rafael Ruiz,,41,1
10753,Ramón Reyes Miranda,,41,1
10754,Rancho Bernabé,,41,1
10755,Rancho de Chago (Encinas),,41,1
10756,Rancho de Huala,,41,1
10757,Rancho Isidro del Cid,,41,1
10758,Rancho Jesús Bravo,,41,1
10759,Rancho Juan Galindo,,41,1
10760,Rancho Raúl Leyva,,41,1
10761,Rancho Santa Amada,,41,1
10762,Represo Cortado,,41,1
10763,Río Verde,,41,1
10764,Roberto Barrera,,41,1
10765,Rogelio Martínez,,41,1
10766,San José,,41,1
10767,San Manuel,,41,1
10768,San Martín,,41,1
10769,San Miguel,,41,1
10770,San Nicolás,,41,1
10771,San Pedro,,41,1
10772,Santa Gertrudis,,41,1
10773,Santo Domingo,,41,1
10774,Satélite Tres,,41,1
10775,Suchibabi,,41,1
10776,Víctor Medina,,41,1
10777,Villa Nueva,,41,1
10778,Vinatería del Nene,,41,1
10779,Virginia,,41,1
10780,5 de Junio,,42,1
10781,Abraham Mendívil Portillo,,42,1
10782,Ada,,42,1
10783,Ada [Planta Procesadora de Granos],,42,1
10784,Adolfo de la Huerta,,42,1
10785,Agiabampo,,42,1
10786,Agrícola Fonalá,,42,1
10787,Agrícolas del Mayo [Industrias],,42,1
10788,Agrolacteos del Sur de Sonora,,42,1
10789,Agropecuaria Tecorahui,,42,1
10790,Agua Nueva,,42,1
10791,Ajiabampo,,42,1
10792,Alberto Corral Ramírez,,42,1
10793,Aldegundo,,42,1
10794,Alejandra,,42,1
10795,Alejo Aguilera,,42,1
10796,Alfredo Alvarado Ibarra,,42,1
10797,Alfredo Karam,,42,1
10798,Algodonera,,42,1
10799,Alinsumos,,42,1
10800,Almacenadora de Navojoa,,42,1
10801,Altamira,,42,1
10802,Álvarez Hermanos,,42,1
10803,Álvarez Hermanos,,42,1
10804,Amador Almada,,42,1
10805,Ana Méndez Zamora,,42,1
10806,Ángel López Álvarez,,42,1
10807,Antonio Rosales (Las Ánimas),,42,1
10808,Antonio Sánchez Velasco,,42,1
10809,Aquimulato,,42,1
10810,Arroyo Cocoraque (Ladrillera),,42,1
10811,Arturo Almada,,42,1
10812,Autoservicio Mas,,42,1
10813,Avícola Sonqui,,42,1
10814,Baa-Turi [Balneario],,42,1
10815,Babójori,,42,1
10816,Bacabachi,,42,1
10817,Bacabachi (La Granja),,42,1
10818,Bacame Nuevo,,42,1
10819,Bacerán,,42,1
10820,Bachoco,,42,1
10821,Bachoco Veinticinco Diecisiete,,42,1
10822,Balmar [Industrias Porcícola],,42,1
10823,Barebampo,,42,1
10824,Barrio Cantúa,,42,1
10825,Barrio Corral,,42,1
10826,Basiabampo,,42,1
10827,Batayaqui,,42,1
10828,Bemelabampo,,42,1
10829,Benigno Valenzuela Valenzuela,,42,1
10830,Benito Juárez (La Granja),,42,1
10831,Bloque 1624,,42,1
10832,Bloque Mil Seiscientos Veintiséis,,42,1
10833,Bórquez,,42,1
10834,Boza [Agropecuaria],,42,1
10835,Brecha Colosio,,42,1
10836,Buáraje Viejo,,42,1
10837,Buenavista,,42,1
10838,Buenos Aires,,42,1
10839,Buiyacusi,,42,1
10840,Bulabampo,,42,1
10841,Cabrito a la Maya,,42,1
10842,Café Edna,,42,1
10843,Café el Vado,,42,1
10844,Café Marimar,,42,1
10845,Camoa,,42,1
10846,Campo Agrícola Mariela,,42,1
10847,Campo Agrícola Óscar Fernando Rivera Ávila,,42,1
10848,Campo Aguadulce,,42,1
10849,Campo Antonio Zazueta (Las Ruinas),,42,1
10850,Campo Arvizu,,42,1
10851,Campo Bojórquez,,42,1
10852,Campo Chacón,,42,1
10853,Campo Chacón II,,42,1
10854,Campo Cuauhtémoc,,42,1
10855,Campo de Guillermo Giesecke,,42,1
10856,Campo de Jesús Almada,,42,1
10857,Campo de Walter Almada (Sahuaribo),,42,1
10858,Campo del Gringo,,42,1
10859,Campo Doce,,42,1
10860,Campo Fabián Gómez (Vulcanizadora),,42,1
10861,Campo Germán Valenzuela Márquez,,42,1
10862,Campo Gilberto Barceló,,42,1
10863,Campo Girasol,,42,1
10864,Campo Ignacio Pablos,,42,1
10865,Campo Javier Escalante Almada,,42,1
10866,Campo Jesús Down,,42,1
10867,Campo José Gastélum,,42,1
10868,Campo Márquez,,42,1
10869,Campo Nacho Moreno,,42,1
10870,Campo Navobampo,,42,1
10871,Campo Roberto Rosas,,42,1
10872,Campo Rodrigo Siqueiros,,42,1
10873,Campo Saenz,,42,1
10874,Campo San Francisco,,42,1
10875,Campo Santa Mónica,,42,1
10876,Campo Valenzuela,,42,1
10877,Campo Walter Almada,,42,1
10878,Campo Zazueta,,42,1
10879,Canuto Aguilar (Campo Canuto),,42,1
10880,Capetamaya,,42,1
10881,Capetamaya Granja Rosita (La Rosita),,42,1
10882,Capohuiza,,42,1
10883,Carlos Cesar Ruiz,,42,1
10884,Casa Blanca,,42,1
10885,Casa de Felipe,,42,1
10886,Cascabel (Casbel),,42,1
10887,Caseta de Cobro,,42,1
10888,Cemix,,42,1
10889,Che Guevara,,42,1
10890,Chevo Ozuna,,42,1
10891,Chibucú,,42,1
10892,Chihuahuita,,42,1
10893,Chinobampo,,42,1
10894,Chinotahueca,,42,1
10895,Chirajobampo,,42,1
10896,Choacalle,,42,1
10897,Cohuirimpo,,42,1
10898,Colegio del Pacífico,,42,1
10899,Colonia Macías,,42,1
10900,Compuerta Treinta y Ocho,,42,1
10901,Corrales Angelita,,42,1
10902,Corrales de Jaime Campos,,42,1
10903,Corrales la Quince,,42,1
10904,Crianza Navojoa [Granja],,42,1
10905,Crianza San Antonio,,42,1
10906,Crianza Tesia [Granja],,42,1
10907,Cucajaqui,,42,1
10908,Cuchujaqui,,42,1
10909,Cutataila (El Bayado),,42,1
10910,Daniel Camacho,,42,1
10911,Daniel Hurtado Kahuano,,42,1
10912,DER Agrícola,,42,1
10913,Dilot,,42,1
10914,Don Pepe [Hacienda],,42,1
10915,Dósali,,42,1
10916,Eficaz [Agrícola],,42,1
10917,Efrain el Verdulero,,42,1
10918,Efrén Mendivil,,42,1
10919,Ejido Etchojoa Número Uno,,42,1
10920,Ejido Ignacio Pesqueira,,42,1
10921,Ejido Primero de Abril,,42,1
10922,Ejido Revolución Mexicana,,42,1
10923,El Abajeño [Restaurante],,42,1
10924,El Alamito,,42,1
10925,El Álamo,,42,1
10926,El Alazín,,42,1
10927,El Árbol Caído [Restaurante],,42,1
10928,El Arbolón,,42,1
10929,El Bachivo,,42,1
10930,El Bajío,,42,1
10931,El Bajío,,42,1
10932,El Barrial,,42,1
10933,El Barrial Kilómetro Doce,,42,1
10934,El Bayado,,42,1
10935,El Campito,,42,1
10936,El Chapote (El Zapote),,42,1
10937,El Chapulín,,42,1
10938,El Chilicote,,42,1
10939,El Ciano Kilómetro Nueve,,42,1
10940,El Ciclón [Avícola],,42,1
10941,El Core,,42,1
10942,El Cuatro,,42,1
10943,El Cumbro,,42,1
10944,El Dátil,,42,1
10945,El Dique,,42,1
10946,El Dolar,,42,1
10947,El Falcón Granja,,42,1
10948,El Gachupín,,42,1
10949,El Invernadero,,42,1
10950,El Jijiri,,42,1
10951,El Jopo,,42,1
10952,El Jopo (Aguilar Ramírez),,42,1
10953,El Limón,,42,1
10954,El Malacate,,42,1
10955,El Mezquital de Abajo,,42,1
10956,El Mezquital de Tesia,,42,1
10957,El Milagro,,42,1
10958,El Molino,,42,1
10959,El Palmarito,,42,1
10960,El Papalote,,42,1
10961,El Pilar (Pilares),,42,1
10962,El Pisi,,42,1
10963,El Pollín,,42,1
10964,El Polvorín (Comunidad Polvorín),,42,1
10965,El Ranchito,,42,1
10966,El Rancho,,42,1
10967,El Rancho Sahueso,,42,1
10968,El Recodo,,42,1
10969,El Regalo,,42,1
10970,El Reparo,,42,1
10971,El Retiro,,42,1
10972,El Sabinito de Tesia (Tesia y sus Anexos),,42,1
10973,El Sabino,,42,1
10974,El Saneal,,42,1
10975,El Saucito,,42,1
10976,El Sauz,,42,1
10977,El Sifón (Sifón Canal Alto),,42,1
10978,El Siviral (Jigica),,42,1
10979,El Tablón,,42,1
10980,El Taste,,42,1
10981,El Tecolote,,42,1
10982,El Tesón,,42,1
10983,El Tobogán,,42,1
10984,El Tori,,42,1
10985,El Triunfo,,42,1
10986,El Viejo Batayaqui,,42,1
10987,El Zorro,,42,1
10988,Elsa,,42,1
10989,Elsa Figueroa,,42,1
10990,Emilia Duarte,,42,1
10991,Engorda Campoy,,42,1
10992,Engorda Fundición,,42,1
10993,Enrique Orozco,,42,1
10994,Epifanio Zazueta,,42,1
10995,Esperancita,,42,1
10996,Establo San Juan,,42,1
10997,Estación de FFCC Sección Dieciocho,,42,1
10998,Estación Masiaca,,42,1
10999,Estación Velderráin,,42,1
11000,Etchohuaquila,,42,1
11001,Etchomocha,,42,1
11002,Eugenia,,42,1
11003,Familia Ozuna Ayala,,42,1
11004,Federico Yépiz,,42,1
11005,Felipe Ángeles,,42,1
11006,Feriva,,42,1
11007,Fernando Yépiz Rosas,,42,1
11008,Fertilizantes de Cajeme S.A.,,42,1
11009,Fertilizantes e Insumos,,42,1
11010,Fertinal (Carco),,42,1
11011,Fitosanitaria (Estación Cuarentenaria),,42,1
11012,Francisco Clemen Bretano,,42,1
11013,Francisco I. Madero Dos,,42,1
11014,Fundición,,42,1
11015,Gabriel Gutiérrez,,42,1
11016,Gabriela,,42,1
11017,Gasera el Jopo,,42,1
11018,General Gabriel Leyva Solano (Gabriel Leyva),,42,1
11019,Genes,,42,1
11020,Geni-Kowi,,42,1
11021,Germán Corral,,42,1
11022,Germán Reyes,,42,1
11023,Godínez,,42,1
11024,Graciano Sánchez (Yorigibe),,42,1
11025,Granja del Ejido Navojoa,,42,1
11026,Granja San Antonio,,42,1
11027,Granja San Jorge,,42,1
11028,Granja Santa Anita,,42,1
11029,Granja Sonqui (La Tuna),,42,1
11030,Guacaporo (Bacaporo),,42,1
11031,Guadalupe,,42,1
11032,Guadalupe de Juárez,,42,1
11033,Guadalupe Sonqui,,42,1
11034,Guaymitas,,42,1
11035,Guayparín,,42,1
11036,Guayparín [Granja],,42,1
11037,Hacienda San Antonio,,42,1
11038,"Halcones del Mayo [Club de Tiro, Caza y Pesca]",,42,1
11039,Héctor Arreola,,42,1
11040,Heriberto Reyes,,42,1
11041,Hipódromo del Noroeste,,42,1
11042,Huasaguari,,42,1
11043,Huebampo,,42,1
11044,Huerta,,42,1
11045,Huerta Aguilera,,42,1
11046,Huerta Cinco Ases,,42,1
11047,Huiribis,,42,1
11048,Ignacio Zamorano,,42,1
11049,J y J Machinery,,42,1
11050,Jaitaca,,42,1
11051,Javier Lagarda,,42,1
11052,Jesús Almada,,42,1
11053,Jesús Servín,,42,1
11054,Jijica,,42,1
11055,Jitotaila,,42,1
11056,Joaquín Amaro,,42,1
11057,Jopopaco,,42,1
11058,Jorge Luis Márquez Cázares,,42,1
11059,José Luis Valenzuela Neyoy,,42,1
11060,José Navarro Salazar,,42,1
11061,Josomteco,,42,1
11062,Jostahueca,,42,1
11063,Juan Carlos Cuevas [Empaques],,42,1
11064,Juan Diego,,42,1
11065,Juan Manuel Armenta Cárdenas,,42,1
11066,Julián Zazueta,,42,1
11067,Jun Yocupicio,,42,1
11068,Junelancahui (Joconas),,42,1
11069,Jupacobe,,42,1
11070,Jusibampito,,42,1
11071,Kilómetro Catorce,,42,1
11072,Kowicarit,,42,1
11073,Kutantaka,,42,1
11074,La Aguja,,42,1
11075,La Batalla,,42,1
11076,La Bomba,,42,1
11077,La Bombita,,42,1
11078,La Campana,,42,1
11079,La Casita Granja,,42,1
11080,La Choya,,42,1
11081,La Cruz,,42,1
11082,La Cuchilla de los Bahuises,,42,1
11083,La Curva,,42,1
11084,La Engorda de Urrea SPR de RL,,42,1
11085,La Ensenada,,42,1
11086,La Esmeralda,,42,1
11087,La Esperanza,,42,1
